NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Leonardo Bittencourt,Hannover 96,Bundesliga,LM,Silver,74,74,74,46,66,35,79,2018-09-19 11:18:34
Thulani Serero,Ajax,Eredivisie,CAM,Silver,74,80,71,71,77,37,68,2018-09-19 11:18:34
Simone Zaza,Sassuolo,Serie A,ST,Silver,74,61,54,58,58,74,79,2018-09-19 11:18:34
Suso,Liverpool,Barclays PL,RM,Silver,74,77,51,71,76,72,60,2018-09-19 11:18:34
Ola John,SL Benfica,Primeira Liga,LM,Silver,74,75,73,65,70,39,79,2018-09-19 11:18:34
Federico Fernández,Swansea City,Barclays PL,CB,Silver,74,66,39,49,42,74,82,2018-09-19 11:18:34
Juan Sánchez Miño,Torino,Serie A,LM,Silver,74,86,52,65,75,72,74,2018-09-19 11:18:34
Valentin Eysseric,OGC Nice,Ligue 1,CAM,Silver,74,67,55,67,62,70,78,2018-09-19 11:18:34
Ermin Bičakčić,1899 Hoffenheim,Bundesliga,CB,Silver,74,36,43,53,43,75,75,2018-09-19 11:18:34
Nicola Sansone,Sassuolo,Serie A,LW,Silver,74,83,63,67,76,26,64,2018-09-19 11:18:34
Faouzi Ghoulam,Napoli,Serie A,LB,Silver,74,73,27,49,53,76,76,2018-09-19 11:18:34
Jeison Murillo,Granada CF,Liga BBVA,CB,Silver,74,81,59,70,78,38,66,2018-09-19 11:18:34
Ravel Morrison,West Ham,Barclays PL,CAM,Silver,74,58,32,60,51,78,71,2018-09-19 11:18:34
Tomáš Kalas,1. FC Köln,Bundesliga,CB,Silver,74,77,40,69,73,72,79,2018-09-19 11:18:34
Rafael Martins,Levante UD,Liga BBVA,LW,Silver,74,76,71,65,75,37,73,2018-09-19 11:18:34
Benjamin Corgnet,Saint-Etienne,Ligue 1,CAM,Silver,74,66,69,72,70,71,76,2018-09-19 11:18:34
Moritz Leitner,VfB Stuttgart,Bundesliga,CM,Silver,74,77,51,74,70,72,74,2018-09-19 11:18:34
Tolga Ciğerci,Hertha BSC,Bundesliga,CM,Silver,74,76,69,75,77,31,56,2018-09-19 11:18:34
Giannis Maniatis,Olympiakos CFP,Hellas Liga,CDM,Silver,74,68,68,77,76,52,63,2018-09-19 11:18:34
Santiago García,Werder Bremen,Bundesliga,LB,Silver,74,91,70,66,77,33,56,2018-09-19 11:18:34
Hans Vanaken,Sport. Lokeren,Pro League,CAM,Silver,74,73,67,75,78,52,72,2018-09-19 11:18:34
Allan,Udinese,Serie A,CDM,Silver,74,77,69,76,73,67,69,2018-09-19 11:18:34
Pedro Pablo Hernández,Celta Vigo,Liga BBVA,CAM,Silver,74,68,62,73,75,56,66,2018-09-19 11:18:34
André Hoffmann,Hannover 96,Bundesliga,CB,Silver,74,83,65,75,80,30,62,2018-09-19 11:18:34
Aurtenetxe,Athletic Bilbao,Liga BBVA,LB,Silver,74,68,70,56,69,32,79,2018-09-19 11:18:34
André André,Vit. Guimarães,Primeira Liga,CDM,Silver,74,80,74,69,76,30,69,2018-09-19 11:18:34
Gálvez,Werder Bremen,Bundesliga,CB,Silver,74,58,50,59,56,75,76,2018-09-19 11:18:34
Eric Bauthéac,OGC Nice,Ligue 1,LM,Silver,74,64,48,46,45,77,76,2018-09-19 11:18:34
Sebá,Estoril-Praia,Primeira Liga,LW,Silver,74,69,73,69,72,46,69,2018-09-19 11:18:34
Timm Klose,VfL Wolfsburg,Bundesliga,CB,Silver,74,85,61,72,75,70,73,2018-09-19 11:18:34
Lucas Pérez,RC Deportivo,Liga BBVA,RM,Silver,74,76,74,65,71,43,70,2018-09-19 11:18:34
Zakaria Labyad,Vitesse,Eredivisie,CAM,Silver,74,72,75,48,68,40,68,2018-09-19 11:18:34
Gustavo Canales,Uni. de Chile,Camp. Scotiabank,ST,Silver,74,84,65,69,72,71,75,2018-09-19 11:18:34
Jordi Amat,Swansea City,Barclays PL,CB,Silver,74,73,68,72,74,60,74,2018-09-19 11:18:34
Josuha Guilavogui,VfL Wolfsburg,Bundesliga,CDM,Silver,74,72,44,62,62,75,76,2018-09-19 11:18:34
Jens Toornstra,Feyenoord,Eredivisie,CAM,Silver,74,72,75,68,71,37,65,2018-09-19 11:18:34
Héldon,Sporting CP,Primeira Liga,RW,Silver,74,77,54,69,77,69,72,2018-09-19 11:18:34
Baena,Rayo Vallecano,Liga BBVA,CDM,Silver,74,82,68,70,82,31,56,2018-09-19 11:18:34
Charlie Austin,QPR,Barclays PL,ST,Silver,74,80,72,71,77,34,62,2018-09-19 11:18:34
Andros Townsend,Spurs,Barclays PL,RM,Silver,74,82,68,74,72,37,63,2018-09-19 11:18:34
Fallou Diagne,Stade Rennais,Ligue 1,CB,Silver,74,84,72,71,78,35,59,2018-09-19 11:18:34
Daniel Didavi,VfB Stuttgart,Bundesliga,CAM,Silver,74,67,58,62,57,76,80,2018-09-19 11:18:34
Juan Dominguez,RC Deportivo,Liga BBVA,CM,Silver,74,65,74,57,69,33,73,2018-09-19 11:18:34
Nemanja Pejčinović,Lokomotiv,Russian League,CB,Silver,74,67,31,48,49,76,75,2018-09-19 11:18:34
Pape Souaré,LOSC Lille,Ligue 1,LB,Silver,74,65,70,66,71,72,79,2018-09-19 11:18:34
Maximilian Beister,Hamburger SV,Bundesliga,RM,Silver,74,77,41,67,68,74,76,2018-09-19 11:18:34
Haris Seferović,Eint. Frankfurt,Bundesliga,ST,Silver,74,64,59,74,71,74,74,2018-09-19 11:18:34
Davy Pröpper,Vitesse,Eredivisie,CAM,Silver,74,79,71,71,78,38,68,2018-09-19 11:18:34
Cenk Tosun,Beşiktaş JK,Süper Lig,ST,Silver,74,70,75,62,73,31,79,2018-09-19 11:18:34
Guram Kashia,Vitesse,Eredivisie,CB,Silver,74,91,70,65,79,41,70,2018-09-19 11:18:34
Mario Rondón,CD Nacional,Primeira Liga,RW,Silver,74,77,62,72,74,74,77,2018-09-19 11:18:34
Fabián Orellana,Celta Vigo,Liga BBVA,LM,Silver,74,84,68,67,77,38,62,2018-09-19 11:18:34
Daniel Ginczek,VfB Stuttgart,Bundesliga,ST,Silver,74,76,52,67,69,74,77,2018-09-19 11:18:34
Abdelaziz Barrada,Marseille,Ligue 1,CAM,Silver,74,77,59,60,63,75,76,2018-09-19 11:18:34
Botía,Olympiakos CFP,Hellas Liga,CB,Silver,74,80,61,69,74,69,79,2018-09-19 11:18:34
Atsuto Uchida,FC Schalke 04,Bundesliga,RB,Silver,74,70,62,74,75,61,76,2018-09-19 11:18:34
Julian Schieber,Hertha BSC,Bundesliga,ST,Silver,74,74,53,74,77,68,61,2018-09-19 11:18:34
Omar Gonzalez,LA Galaxy,MLS,CB,Silver,74,67,67,78,75,57,66,2018-09-19 11:18:34
Nathaniel Clyne,Southampton,Barclays PL,RB,Silver,74,67,74,69,73,32,67,2018-09-19 11:18:34
Rubén Pérez,Torino,Serie A,CDM,Silver,74,59,74,53,64,39,81,2018-09-19 11:18:34
Georg Niedermeier,VfB Stuttgart,Bundesliga,CB,Silver,74,77,74,65,72,29,74,2018-09-19 11:18:34
Victor Sánchez,RCD Espanyol,Liga BBVA,CM,Silver,74,81,70,71,79,31,54,2018-09-19 11:18:34
Fidel,Córdoba CF,Liga BBVA,LM,Silver,74,56,74,72,71,70,80,2018-09-19 11:18:34
Serdar Aziz,Bursaspor,Süper Lig,CB,Silver,74,67,61,74,72,69,71,2018-09-19 11:18:34
Volkan Şen,Bursaspor,Süper Lig,RM,Silver,74,69,60,64,69,72,84,2018-09-19 11:18:34
Marc Valiente,Real Valladolid,Liga Adelante,CB,Silver,74,69,58,69,67,75,74,2018-09-19 11:18:34
Miguel Lopes,Sporting CP,Primeira Liga,RB,Silver,74,68,36,51,63,74,80,2018-09-19 11:18:34
Mustafa Pektemek,Beşiktaş JK,Süper Lig,CF,Silver,74,66,66,70,69,67,78,2018-09-19 11:18:34
Johannes Flum,Eint. Frankfurt,Bundesliga,CDM,Silver,74,83,59,70,79,34,64,2018-09-19 11:18:34
Carlos Carmona,Atalanta,Serie A,CM,Silver,74,51,63,74,63,71,73,2018-09-19 11:18:34
Ryad Boudebouz,SC Bastia,Ligue 1,CAM,Silver,74,86,51,72,76,70,69,2018-09-19 11:18:34
Marvin Martin,LOSC Lille,Ligue 1,CM,Silver,74,70,70,71,76,65,70,2018-09-19 11:18:34
Lautaro Acosta,Lanús,Primera División,LW,Silver,74,75,44,70,73,73,71,2018-09-19 11:18:34
Omar El Kaddouri,Torino,Serie A,CM,Silver,74,70,73,54,67,34,79,2018-09-19 11:18:34
Dmitriy Kombarov,Spartak Moskva,Russian League,LW,Silver,74,75,75,70,75,34,71,2018-09-19 11:18:34
Stefan Johansen,Celtic,Scottish Prem,CM,Silver,74,72,75,74,77,42,77,2018-09-19 11:18:34
Matias Pérez García,SJ Earthquakes,MLS,CAM,Silver,74,68,74,58,72,29,66,2018-09-19 11:18:34
Manucho,Rayo Vallecano,Liga BBVA,ST,Silver,74,92,73,66,80,37,64,2018-09-19 11:18:34
Fabio Borini,Liverpool,Barclays PL,LM,Silver,74,74,36,52,46,75,80,2018-09-19 11:18:34
Vegard Forren,Molde FK,Tippeligaen,CB,Silver,74,76,68,72,76,55,73,2018-09-19 11:18:34
Luca Rossettini,Cagliari,Serie A,CB,Silver,74,67,33,43,44,76,76,2018-09-19 11:18:34
Kike Sola,Athletic Bilbao,Liga BBVA,ST,Silver,74,60,62,77,66,63,68,2018-09-19 11:18:34
Mariano,Bordeaux,Ligue 1,RB,Silver,74,73,70,75,74,65,60,2018-09-19 11:18:34
Stefanos Athanasiadis,PAOK,Hellas Liga,ST,Silver,74,64,36,52,49,75,76,2018-09-19 11:18:34
Jordan Rhodes,Blackburn Rvrs,FL Championship,ST,Silver,74,87,76,68,72,39,59,2018-09-19 11:18:34
Martin Olsson,Norwich City,FL Championship,LB,Silver,74,51,42,37,44,77,77,2018-09-19 11:18:34
Castro,Kasimpaşa SK,Süper Lig,CM,Silver,74,59,37,51,61,75,75,2018-09-19 11:18:34
Martin Kelly,Crystal Palace,Barclays PL,RB,Silver,74,81,60,67,70,72,79,2018-09-19 11:18:34
Nolan Roux,LOSC Lille,Ligue 1,ST,Silver,74,69,57,65,66,76,80,2018-09-19 11:18:34
Vurnon Anita,Newcastle Utd,Barclays PL,CDM,Silver,74,67,60,76,75,63,72,2018-09-19 11:18:34
Diego Perotti,Genoa,Serie A,LM,Silver,74,65,78,78,74,52,59,2018-09-19 11:18:34
Siphiwe Tshabalala,Kaizer Chiefs,South African FL,LM,Silver,74,82,60,65,84,30,62,2018-09-19 11:18:34
Anthony Mounier,Montpellier HSC,Ligue 1,LW,Silver,74,74,68,73,77,55,66,2018-09-19 11:18:34
Mathieu Dossevi,Olympiakos CFP,Hellas Liga,RM,Silver,74,71,67,74,77,64,70,2018-09-19 11:18:34
Chico,Gaziantepspor,Süper Lig,CB,Silver,74,92,52,69,76,70,80,2018-09-19 11:18:34
Nils Petersen,Werder Bremen,Bundesliga,ST,Silver,74,73,68,73,74,62,63,2018-09-19 11:18:34
Sebastian Langkamp,Hertha BSC,Bundesliga,CB,Silver,74,84,50,64,66,73,74,2018-09-19 11:18:34
Prince Oniangué,Stade Reims,Ligue 1,CM,Silver,74,71,63,70,70,74,74,2018-09-19 11:18:34
Cheikh M'Bengué,Stade Rennais,Ligue 1,LB,Silver,74,67,72,75,77,56,61,2018-09-19 11:18:34
Fabien Lemoine,Saint-Etienne,Ligue 1,CM,Silver,74,77,66,71,76,67,76,2018-09-19 11:18:34
Henri Saivet,Bordeaux,Ligue 1,ST,Silver,74,78,68,72,74,47,70,2018-09-19 11:18:34
Raúl Bobadilla,FC Augsburg,Bundesliga,ST,Silver,74,44,62,63,59,76,76,2018-09-19 11:18:34
Max-Alain Gradel,Saint-Etienne,Ligue 1,LW,Silver,74,44,66,75,68,71,75,2018-09-19 11:18:34
Álvaro González,Lazio,Serie A,CM,Silver,74,67,66,76,82,33,56,2018-09-19 11:18:34
Robbie Kruse,Bayer 04,Bundesliga,RM,Silver,74,72,32,57,59,73,75,2018-09-19 11:18:34
Vassilis Torosidis,Roma,Serie A,RB,Silver,74,68,69,72,76,32,63,2018-09-19 11:18:34
Aly Cissokho,Aston Villa,Barclays PL,LB,Silver,74,33,46,52,48,73,82,2018-09-19 11:18:34
William Vainqueur,Dinamo Moskva,Russian League,CDM,Silver,74,70,71,64,74,37,80,2018-09-19 11:18:34
Albin Ekdal,Cagliari,Serie A,CM,Silver,74,70,52,62,58,79,76,2018-09-19 11:18:34
Makoto Hasebe,Eint. Frankfurt,Bundesliga,CDM,Silver,74,84,78,72,74,30,65,2018-09-19 11:18:34
Luisinho,RC Deportivo,Liga BBVA,LM,Silver,74,56,68,81,68,45,60,2018-09-19 11:18:34
Ki Sung Yueng,Swansea City,Barclays PL,CM,Silver,74,76,56,71,75,74,76,2018-09-19 11:18:34
Eren Derdiyok,Kasimpaşa SK,Süper Lig,ST,Silver,74,77,73,70,76,49,70,2018-09-19 11:18:34
Joaquín Larrivey,Celta Vigo,Liga BBVA,ST,Silver,74,53,71,80,68,68,76,2018-09-19 11:18:34
Gary Hooper,Norwich City,FL Championship,ST,Silver,74,65,68,76,75,28,50,2018-09-19 11:18:34
Miralem Sulejmani,SL Benfica,Primeira Liga,LM,Silver,74,75,76,71,76,29,73,2018-09-19 11:18:34
Craig Gardner,West Brom,Barclays PL,CM,Silver,74,44,32,51,40,78,78,2018-09-19 11:18:34
Giuseppe Vives,Torino,Serie A,CDM,Silver,74,66,73,75,78,40,73,2018-09-19 11:18:34
Ryan Donk,Kasimpaşa SK,Süper Lig,CB,Silver,74,81,39,51,58,74,80,2018-09-19 11:18:34
Romain Danzé,Stade Rennais,Ligue 1,RB,Silver,74,75,55,75,68,74,71,2018-09-19 11:18:34
Aykut Demir,Trabzonspor,Süper Lig,CB,Silver,74,50,77,56,62,37,80,2018-09-19 11:18:34
Fernando Tissone,Málaga CF,Liga BBVA,CDM,Silver,74,70,67,76,74,70,75,2018-09-19 11:18:34
Aydın Karabulut,Bursaspor,Süper Lig,LM,Silver,74,63,60,75,72,70,74,2018-09-19 11:18:34
Julian Schuster,SC Freiburg,Bundesliga,CDM,Silver,74,51,51,59,42,73,81,2018-09-19 11:18:34
Fabian Johnson,Bor. M'gladbach,Bundesliga,RB,Silver,74,76,74,71,76,33,67,2018-09-19 11:18:34
Ilsinho,FC Shakhtar,Ukrayina Liha,CAM,Silver,74,35,40,40,34,78,72,2018-09-19 11:18:34
Andreas Beck,1899 Hoffenheim,Bundesliga,RB,Silver,74,71,59,68,69,73,78,2018-09-19 11:18:34
Jozy Altidore,Sunderland,Barclays PL,ST,Silver,74,67,46,64,49,76,80,2018-09-19 11:18:34
Filip Hološko,Çaykur Rizespor,Süper Lig,RM,Silver,74,50,58,75,66,67,68,2018-09-19 11:18:34
Humberto Suazo,Monterrey,LIGA Bancomer MX,ST,Silver,74,64,76,64,72,35,66,2018-09-19 11:18:34
Joselu,Hannover 96,Bundesliga,ST,Silver,74,75,71,72,76,71,74,2018-09-19 11:18:34
Nathan Dyer,Swansea City,Barclays PL,RM,Silver,74,77,70,69,80,46,62,2018-09-19 11:18:34
Sébastien Bassong,Norwich City,FL Championship,CB,Silver,74,83,45,70,72,73,61,2018-09-19 11:18:34
Panagiotis Kone,Udinese,Serie A,CAM,Silver,74,68,68,72,74,66,72,2018-09-19 11:18:34
Marco Andreolli,Inter,Serie A,CB,Silver,74,53,67,76,62,65,77,2018-09-19 11:18:34
Elustondo,Real Sociedad,Liga BBVA,CM,Silver,74,51,49,49,44,78,67,2018-09-19 11:18:34
Danijel Pranjić,Panathinaikos,Hellas Liga,LM,Silver,74,69,43,63,58,74,76,2018-09-19 11:18:34
Jonatan Maidana,River Plate,Primera División,CB,Silver,74,53,42,53,58,75,71,2018-09-19 11:18:34
César Pereyra,Belgrano,Primera División,ST,Silver,74,60,78,65,69,29,71,2018-09-19 11:18:34
Nicolás Spolli,Catania,Serie B,CB,Silver,74,56,39,50,52,75,75,2018-09-19 11:18:34
José Fonte,Southampton,Barclays PL,CB,Silver,74,73,56,70,67,72,74,2018-09-19 11:18:34
Lorenzo De Silvestri,Sampdoria,Serie A,RB,Silver,74,62,33,58,54,74,77,2018-09-19 11:18:34
Lee Cattermole,Sunderland,Barclays PL,CDM,Silver,74,80,72,66,69,46,73,2018-09-19 11:18:34
Mehdi Lacen,Getafe CF,Liga BBVA,CM,Silver,74,76,70,74,79,27,51,2018-09-19 11:18:34
Ronny,Hertha BSC,Bundesliga,CAM,Silver,74,77,74,67,71,50,78,2018-09-19 11:18:34
Omar Ramos,Real Valladolid,Liga Adelante,LM,Silver,74,72,73,73,73,43,77,2018-09-19 11:18:34
Taisir Al Jassim,Al-Ahli,ALJ League,CM,Silver,74,54,36,47,46,77,72,2018-09-19 11:18:34
Aldo Leão Ramírez,Atlas,LIGA Bancomer MX,CM,Silver,74,66,73,59,70,30,68,2018-09-19 11:18:34
Ignazio Abate,Milan,Serie A,RB,Silver,74,77,75,75,79,50,62,2018-09-19 11:18:34
Alexandr Ryazantsev,Zenit,Russian League,RM,Silver,74,63,41,65,57,75,76,2018-09-19 11:18:34
Vitaliy Denisov,Lokomotiv,Russian League,LB,Silver,74,80,53,66,68,73,76,2018-09-19 11:18:34
Michal Kadlec,Fenerbahçe SK,Süper Lig,LB,Silver,74,71,74,57,67,31,75,2018-09-19 11:18:34
Evandro,FC Porto,Primeira Liga,CM,Silver,74,68,69,75,76,35,55,2018-09-19 11:18:34
Mariano Izco,Chievo Verona,Serie A,CM,Silver,74,71,56,71,69,73,78,2018-09-19 11:18:34
Nicolas Maurice-Belay,Bordeaux,Ligue 1,LM,Silver,74,37,68,76,66,57,63,2018-09-19 11:18:34
Juninho,Tigres,LIGA Bancomer MX,CB,Silver,74,74,67,72,78,44,63,2018-09-19 11:18:34
Glenn Whelan,Stoke City,Barclays PL,CM,Silver,74,69,74,68,74,32,73,2018-09-19 11:18:34
Marcos Angeleri,Málaga CF,Liga BBVA,CB,Silver,74,56,51,52,52,77,69,2018-09-19 11:18:34
Pablo Barrientos,San Lorenzo,Primera División,RW,Silver,74,54,65,78,70,67,66,2018-09-19 11:18:34
Johan Djourou,Hamburger SV,Bundesliga,CB,Silver,74,65,70,73,71,65,72,2018-09-19 11:18:34
Alexander Baumjohann,Hertha BSC,Bundesliga,CAM,Silver,74,29,48,49,34,75,82,2018-09-19 11:18:34
Fernando Amorebieta,Fulham,FL Championship,CB,Silver,74,73,65,71,73,71,77,2018-09-19 11:18:34
Víctor,Levante UD,Liga BBVA,ST,Silver,74,66,72,79,73,50,63,2018-09-19 11:18:34
Loukas Vyntra,Levante UD,Liga BBVA,RB,Silver,74,65,69,69,71,61,78,2018-09-19 11:18:34
Mark González,Uni. Católica,Camp. Scotiabank,LM,Silver,74,67,70,75,78,52,56,2018-09-19 11:18:34
Salva Sevilla,RCD Espanyol,Liga BBVA,CAM,Silver,74,57,64,69,63,74,78,2018-09-19 11:18:34
Benoît Assou-Ekotto,Spurs,Barclays PL,LB,Silver,74,78,76,54,66,28,59,2018-09-19 11:18:34
Yoan Gouffran,Newcastle Utd,Barclays PL,LM,Silver,74,49,54,60,50,72,86,2018-09-19 11:18:34
Romaric,SC Bastia,Ligue 1,CM,Silver,74,55,36,45,47,78,70,2018-09-19 11:18:34
Maarten Martens,PAOK,Hellas Liga,CAM,Silver,74,68,64,76,78,31,56,2018-09-19 11:18:34
Ross McCormack,Fulham,FL Championship,ST,Silver,74,73,54,68,70,76,73,2018-09-19 11:18:34
Ansotegi,Real Sociedad,Liga BBVA,CB,Silver,74,51,61,76,70,69,76,2018-09-19 11:18:34
Robert Snodgrass,Hull City,Barclays PL,RM,Silver,74,61,55,70,62,74,73,2018-09-19 11:18:34
Luis Amaranto Perea,Cruz Azul,LIGA Bancomer MX,CB,Silver,74,56,62,67,67,72,70,2018-09-19 11:18:34
Manuel Pasqual,Fiorentina,Serie A,LB,Silver,74,53,48,77,70,68,64,2018-09-19 11:18:34
Jorge Molina,Real Betis,Liga Adelante,ST,Silver,74,53,48,53,45,73,78,2018-09-19 11:18:34
Arnold Mvuemba,Olympique Lyon,Ligue 1,CM,Silver,74,49,38,54,45,79,81,2018-09-19 11:18:34
Alejandro Faurlín,QPR,Barclays PL,CM,Silver,74,69,44,59,62,76,73,2018-09-19 11:18:34
Renato Civelli,Bursaspor,Süper Lig,CB,Silver,74,80,74,63,69,30,75,2018-09-19 11:18:34
Jussiê,Bordeaux,Ligue 1,ST,Silver,74,69,44,45,53,78,71,2018-09-19 11:18:34
Guglielmo Stendardo,Atalanta,Serie A,CB,Silver,74,23,42,35,35,75,75,2018-09-19 11:18:34
Luíz Carlos,SC Braga,Primeira Liga,CDM,Silver,74,79,58,70,74,72,72,2018-09-19 11:18:34
Alexey Berezutskiy,CSKA Moskva,Russian League,CB,Silver,74,43,48,54,52,76,70,2018-09-19 11:18:34
Álvaro Rubio,Real Valladolid,Liga Adelante,CDM,Silver,74,73,72,63,73,35,60,2018-09-19 11:18:34
Riki,Granada CF,Liga BBVA,ST,Silver,74,68,68,74,70,70,73,2018-09-19 11:18:34
Yekta Kurtuluş,Galatasaray SK,Süper Lig,CM,Silver,74,60,70,78,80,36,55,2018-09-19 11:18:34
Gökdeniz Karadeniz,Rubin Kazan,Russian League,LM,Silver,74,77,74,73,78,33,56,2018-09-19 11:18:34
Emiliano Papa,Vélez Sarsfield,Primera División,LB,Silver,74,86,73,73,74,40,74,2018-09-19 11:18:34
Jonás Gutiérrez,Newcastle Utd,Barclays PL,LM,Silver,74,76,43,67,69,74,70,2018-09-19 11:18:34
Verza,UD Almería,Liga BBVA,CDM,Silver,74,82,57,68,74,73,73,2018-09-19 11:18:34
Alessandro Lucarelli,Parma,Serie A,CB,Silver,74,88,69,64,78,30,64,2018-09-19 11:18:34
Ragnar Klavan,FC Augsburg,Bundesliga,CB,Silver,74,80,54,69,74,77,75,2018-09-19 11:18:34
Antolín Alcaraz,Everton,Barclays PL,CB,Silver,74,67,72,75,71,56,77,2018-09-19 11:18:34
Fernando Cavenaghi,River Plate,Primera División,ST,Silver,74,66,49,68,66,76,76,2018-09-19 11:18:34
Daniele Gastaldello,Sampdoria,Serie A,CB,Silver,74,50,45,43,46,76,72,2018-09-19 11:18:34
Mattia Cassani,Parma,Serie A,RB,Silver,74,32,37,54,50,77,69,2018-09-19 11:18:34
Alexis,Getafe CF,Liga BBVA,CB,Silver,74,75,49,67,72,73,72,2018-09-19 11:18:34
Jimmy Briand,Hannover 96,Bundesliga,ST,Silver,74,79,76,70,75,46,70,2018-09-19 11:18:34
Jan Schlaudraff,Hannover 96,Bundesliga,RM,Silver,74,70,41,50,45,78,81,2018-09-19 11:18:34
Umut Bulut,Galatasaray SK,Süper Lig,ST,Silver,74,55,45,51,45,79,80,2018-09-19 11:18:34
Mehmet Topuz,Fenerbahçe SK,Süper Lig,RM,Silver,74,83,67,71,72,39,58,2018-09-19 11:18:34
Stefano Lucchini,Cesena,Serie A,CB,Silver,74,68,69,72,70,67,75,2018-09-19 11:18:34
Marco Borriello,Roma,Serie A,ST,Silver,74,75,71,65,73,39,78,2018-09-19 11:18:34
Piotr Trochowski,Sevilla FC,Liga BBVA,RM,Silver,74,77,72,57,69,40,69,2018-09-19 11:18:34
Christian Schulz,Hannover 96,Bundesliga,CB,Silver,74,68,66,76,73,58,66,2018-09-19 11:18:34
Youssouf Hadji,AS Nancy,Ligue 2,CF,Silver,74,81,72,52,72,33,81,2018-09-19 11:18:34
Rod Fanni,Marseille,Ligue 1,RB,Silver,74,82,75,60,71,31,60,2018-09-19 11:18:34
Mauricio Pinilla,Genoa,Serie A,ST,Silver,74,70,68,72,77,39,61,2018-09-19 11:18:34
Thibault Giresse,EA Guingamp,Ligue 1,LM,Silver,74,82,68,69,79,29,42,2018-09-19 11:18:34
Franck Béria,LOSC Lille,Ligue 1,RB,Silver,74,69,74,56,69,31,72,2018-09-19 11:18:34
Abel Gómez,Córdoba CF,Liga BBVA,CM,Silver,74,72,71,72,71,68,81,2018-09-19 11:18:34
Cani,Villarreal CF,Liga BBVA,LM,Silver,74,42,36,44,44,75,79,2018-09-19 11:18:34
Halil Altintop,FC Augsburg,Bundesliga,CAM,Silver,74,61,49,56,53,76,73,2018-09-19 11:18:34
Cesare Bovo,Torino,Serie A,CB,Silver,74,81,50,71,74,72,68,2018-09-19 11:18:34
Daniele Conti,Cagliari,Serie A,CDM,Silver,74,80,59,66,71,68,74,2018-09-19 11:18:34
Markus Feulner,FC Augsburg,Bundesliga,CM,Silver,74,72,72,63,65,42,78,2018-09-19 11:18:34
Alexander Madlung,Eint. Frankfurt,Bundesliga,CB,Silver,74,84,68,72,77,69,70,2018-09-19 11:18:34
Cédric Makiadi,Werder Bremen,Bundesliga,CDM,Silver,74,88,80,67,70,47,67,2018-09-19 11:18:34
Chris Brunt,West Brom,Barclays PL,LM,Silver,74,82,58,63,73,69,74,2018-09-19 11:18:34
Tim Cahill,NY Red Bulls,MLS,CM,Silver,74,90,73,52,74,29,71,2018-09-19 11:18:34
Damien Duff,Melbourne City,A-League,RM,Silver,74,73,56,70,66,72,72,2018-09-19 11:18:34
Mathieu Bodmer,OGC Nice,Ligue 1,CB,Silver,74,93,77,57,72,32,73,2018-09-19 11:18:34
Darren Bent,Aston Villa,Barclays PL,ST,Silver,74,65,29,50,50,76,61,2018-09-19 11:18:34
Kader Mangane,Erciyesspor,Süper Lig,CB,Silver,74,74,65,74,81,28,42,2018-09-19 11:18:34
Mikael Antonsson,FC København,Superliga,CB,Silver,74,79,73,66,81,29,61,2018-09-19 11:18:34
Aliaksandr Hleb,Konyaspor,Süper Lig,RM,Silver,74,49,60,64,58,74,73,2018-09-19 11:18:34
Didier Zokora,Akhisarspor,Süper Lig,CDM,Silver,74,79,78,60,75,37,54,2018-09-19 11:18:34
Benoît Cheyrou,Marseille,Ligue 1,CDM,Silver,74,73,61,63,63,75,77,2018-09-19 11:18:34
Sylvain Armand,Stade Rennais,Ligue 1,CB,Silver,74,76,57,72,81,25,44,2018-09-19 11:18:34
Kyle Beckerman,Real Salt Lake,MLS,CDM,Silver,74,80,42,65,68,72,75,2018-09-19 11:18:34
Lucas Bernardi,Newell's,Primera División,CM,Silver,74,92,70,59,75,30,72,2018-09-19 11:18:34
James Collins,West Ham,Barclays PL,CB,Silver,74,81,64,69,74,58,63,2018-09-19 11:18:34
César Navas,Rubin Kazan,Russian League,CB,Silver,74,72,66,73,76,47,63,2018-09-19 11:18:34
Juanfran,Levante UD,Liga BBVA,CB,Silver,74,74,57,59,62,70,85,2018-09-19 11:18:34
Djibril Cissé,SC Bastia,Ligue 1,ST,Silver,74,49,36,53,53,74,78,2018-09-19 11:18:34
Alessandro Gamberini,Chievo Verona,Serie A,CB,Silver,74,83,80,70,78,53,80,2018-09-19 11:18:34
Richard Dunne,QPR,Barclays PL,CB,Silver,74,76,75,57,74,30,70,2018-09-19 11:18:34
José Bosingwa,Trabzonspor,Süper Lig,RB,Silver,74,74,82,60,75,35,70,2018-09-19 11:18:34
Paolo Cannavaro,Sassuolo,Serie A,CB,Silver,74,90,64,66,73,62,71,2018-09-19 11:18:34
Marco Di Vaio,Montreal Impact,MLS,ST,Silver,74,77,73,67,74,37,67,2018-09-19 11:18:34
Giampiero Pinzi,Udinese,Serie A,CDM,Silver,74,90,61,65,80,32,58,2018-09-19 11:18:34
Joe Cole,Aston Villa,Barclays PL,RM,Silver,74,72,72,57,70,29,69,2018-09-19 11:18:34
Ivo Iličević,Hamburger SV,Bundesliga,LM,Silver,74,64,40,52,67,73,77,2018-09-19 11:18:34
